U339736346	0000445944	2	22	1	1
U339736346	0000178080	2	22	1	0
U46498056	0002689481	1	0	1	1
U234579365	0024026973	2	257	2	1
U438707274	0023733533	1	0	1	1
U328995856	0000515060	5	143	1	0
U328995856	0000515056	5	143	1	0
U328995856	0017082656	5	143	1	0
U328995856	0018551746	5	143	1	0
U328995856	0007113665	5	143	1	0
U464930444	0018476231	6	438	1	0
U464930444	0018915713	6	438	1	0
U464930444	0018476220	6	438	2	1
U464930444	0014485660	6	438	1	0
U464930444	0023402466	6	438	1	0
U42380052	0014555450	3	105	1	1
U42380052	0004786666	3	105	1	0
U42380052	0002853384	3	105	1	0
U328910550	0006953494	3	13	1	0
U328910550	0006304712	3	13	2	1
U440888317	0022827254	1	0	1	1
U357130444	0019464034	3	616	3	1
U139098153	0014252055	1	0	1	1
U415086728	0018282261	1	0	1	1
U226050617	0000698795	3	113	1	0
U226050617	0012677372	3	113	2	1
U33080036	0007434851	3	63	1	0
U33080036	0009922054	3	63	2	1
U465140465	0022810653	1	0	1	0
U395982321	0018895450	5	881	2	0
U395982321	0011617852	5	881	1	0
U395982321	0018290064	5	881	1	0
U395982321	0018435454	5	881	1	0
U129297265	0023468384	1	0	1	0
U321001337	0021939945	2	292	1	0
U321001337	0018926456	2	292	1	0
U321034864	0013018320	1	0	1	1
U393805241	0006074025	7	790	1	0
U393805241	0018434393	7	790	1	0
U393805241	0018333184	7	790	4	0
U393805241	0005541535	7	790	1	0
U10070718237	0000063593	4	1060	2	0
U10070718237	0013140050	4	1060	2	0
U370110321	0018301264	2	30	1	0
U370110321	0001249080	2	30	1	0
U10004621134	0022135540	4	596	1	0
U10004621134	0023369511	4	596	1	0
U10004621134	0023522682	4	596	1	0
U10004621134	0022470000	4	596	1	0
U338922570	0004344384	6	1186	1	0
U338922570	0006058566	6	1186	1	0
U338922570	0006011530	6	1186	1	0
U338922570	0006925262	6	1186	2	0
U338922570	0005942930	6	1186	1	0
U384986317	0011170972	3	871	1	0
U384986317	0000115695	3	871	1	0
U384986317	0000113735	3	871	1	0
U226768434	0022629655	1	0	1	0
U148259032	0021923856	3	25	1	0
U148259032	0018821902	3	25	1	0
U148259032	0022269424	3	25	1	0
U396689711	0004880654	6	65	1	0
U396689711	0005158510	6	65	1	0
U396689711	0006437922	6	65	1	0
U396689711	0004405251	6	65	1	0
U396689711	0005158495	6	65	1	0
U396689711	0005158521	6	65	1	0
U140716264	0022744271	2	127	1	0
U140716264	0023457066	2	127	1	0
U409491353	0000258845	11	1092	1	0
U409491353	0000052183	11	1092	1	0
U409491353	0000258300	11	1092	1	0
U409491353	0001929045	11	1092	1	0
U409491353	0022159550	11	1092	1	0
U409491353	0000258672	11	1092	1	0
U409491353	0004860144	11	1092	1	0
U409491353	0002682002	11	1092	1	0
U409491353	0000981993	11	1092	1	0
U409491353	0005056096	11	1092	1	0
U409491353	0016489900	11	1092	1	0
U424774742	0000895123	4	230	1	0
U424774742	0000766356	4	230	2	0
U424774742	0000895053	4	230	1	0
U332018320	0014492026	1	0	1	0
U238612347	0002956015	3	204	2	0
U238612347	0000342392	3	204	1	0
U465077047	0022684653	13	213	1	0
U465077047	0022824454	13	213	1	0
U465077047	0011166271	13	213	1	0
U465077047	0022824664	13	213	4	0
U465077047	0013371621	13	213	3	0
U465077047	0018734063	13	213	1	0
U465077047	0011166260	13	213	2	0
U396120416	0018728975	5	273	1	0
U396120416	0002028250	5	273	1	0
U396120416	0002940055	5	273	2	0
U396120416	0000958694	5	273	1	0
U463179211	0022582254	3	76	1	0
U463179211	0024075671	3	76	1	0
U463179211	0014257272	3	76	1	0
U10057568354	0022843693	7	1022	1	0
U10057568354	0023430256	7	1022	1	0
U10057568354	0007463024	7	1022	1	0
U10057568354	0018912644	7	1022	1	0
U10057568354	0007076300	7	1022	1	0
U10057568354	0013322525	7	1022	1	0
U10057568354	0018912666	7	1022	1	0
U16749898	0013337612	2	59	1	0
U16749898	0009973353	2	59	1	0
U321151374	0000645153	8	887	1	0
U321151374	0010398393	8	887	2	0
U321151374	0012122143	8	887	1	0
U321151374	0000702041	8	887	1	0
U321151374	0003425855	8	887	1	0
U321151374	0002105692	8	887	2	0
U19004403	0018772456	2	33	1	0
U19004403	0023444470	2	33	1	0
U46488849	0014476092	12	1196	1	0
U46488849	0018594085	12	1196	1	0
U46488849	0005246791	12	1196	1	0
U46488849	0018758935	12	1196	3	0
U46488849	0018758865	12	1196	3	0
U46488849	0001118331	12	1196	1	0
U46488849	0005599602	12	1196	1	0
U46488849	0006842253	12	1196	1	0
U405871848	0005615864	3	125	1	0
U405871848	0018677260	3	125	1	0
U405871848	0000806680	3	125	1	0
U39528038	0002547296	10	554	1	0
U39528038	0002547484	10	554	1	0
U39528038	0002547285	10	554	1	0
U39528038	0007358466	10	554	1	0
U39528038	0002648925	10	554	1	0
U39528038	0001965493	10	554	1	0
U39528038	0013349346	10	554	1	0
U39528038	0002497110	10	554	1	0
U39528038	0002500282	10	554	1	0
U39528038	0002505510	10	554	1	0
U394744540	0022355336	5	1019	1	0
U394744540	0018831562	5	1019	1	0
U394744540	0020970386	5	1019	3	0
U465115850	0014303284	3	629	1	0
U465115850	0005570843	3	629	1	0
U465115850	0023573852	3	629	1	0
U337208928	0013376565	2	39	1	0
U337208928	0019616590	2	39	1	0
U422910635	0023257662	2	33	2	0
U34197240	0000969474	7	260	1	0
U34197240	0020100172	7	260	5	2
U34197240	0000969360	7	260	1	0
U319503271	0004993936	1	0	1	0
U46044482	0013894274	2	115	1	0
U46044482	0020016463	2	115	1	0
U355635028	0022400453	4	1104	1	0
U355635028	0002129164	4	1104	1	0
U355635028	0004880654	4	1104	2	0
U10120158826	0002647201	5	1113	1	0
U10120158826	0007546475	5	1113	1	0
U10120158826	0004798651	5	1113	1	0
U10120158826	0022360601	5	1113	1	0
U10120158826	0014551401	5	1113	1	0
U10070718237	0009871702	2	9	1	0
U10070718237	0009871691	2	9	1	0
U234936316	0013830526	6	526	1	0
U234936316	0018439455	6	526	2	0
U234936316	0002255551	6	526	1	0
U234936316	0003460870	6	526	2	0
U35162831	0014516913	7	309	1	0
U35162831	0021880165	7	309	1	0
U35162831	0003738910	7	309	1	0
U35162831	0022785954	7	309	1	0
U35162831	0001951353	7	309	1	0
U35162831	0001951386	7	309	2	0
U465130442	0000358352	2	11	1	0
U465130442	0000140722	2	11	1	0
U412470344	0022358862	5	197	1	0
U412470344	0006121673	5	197	2	0
U412470344	0006076663	5	197	1	0
U412470344	0007021265	5	197	1	0
U400270413	0011226972	4	494	1	0
U400270413	0022164041	4	494	2	0
U400270413	0003543890	4	494	1	0
U403001364	0002917946	16	1001	1	0
U403001364	0002917950	16	1001	3	0
U403001364	0002917935	16	1001	1	0
U403001364	0002918812	16	1001	1	0
U403001364	0002917913	16	1001	1	0
U403001364	0018849773	16	1001	2	0
U403001364	0002917983	16	1001	1	0
U403001364	0002917994	16	1001	2	0
U403001364	0002931773	16	1001	1	0
U403001364	0002917961	16	1001	1	0
U403001364	0002918904	16	1001	1	0
U403001364	0002917972	16	1001	1	0
U425042323	0013920454	6	526	1	0
U425042323	0014270465	6	526	1	0
U425042323	0014462851	6	526	2	0
U425042323	0018323454	6	526	1	0
U425042323	0006000853	6	526	1	0
U38613960	0012982841	1	0	1	0
U296328517	0018455931	1	0	1	0
U238696340	0005697053	1	0	1	0
U181262343	0003603132	2	676	1	0
U181262343	0018693076	2	676	1	0
U350305618	0012586571	1	0	1	0
U465120419	0003738921	3	739	2	0
U465120419	0005939964	3	739	1	0
U329384617	0005124265	7	483	1	0
U329384617	0002718446	7	483	2	0
U329384617	0014620756	7	483	1	0
U329384617	0002718413	7	483	1	0
U329384617	0002718435	7	483	1	0
U329384617	0023846082	7	483	1	0
U465121833	0018977453	3	225	3	0
U131541221	0021726751	1	0	1	0
U10120096721	0023491554	3	106	1	0
U10120096721	0007378652	3	106	1	0
U10120096721	0005035144	3	106	1	0
U374278546	0018557873	3	177	1	0
U374278546	0004858066	3	177	1	0
U374278546	0018437856	3	177	1	0
U462736348	0000546803	5	458	1	0
U462736348	0006952514	5	458	1	0
U462736348	0022229966	5	458	1	0
U462736348	0018584064	5	458	1	0
U462736348	0022164181	5	458	1	0
